Sexo;Edad;Sector económico;Periodo;Total
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;51,1
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;53,3
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;49,6
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;45,7
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;45,1
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;43,7
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;35,8
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;31,9
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;30,5
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;29,7
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;31,5
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;27,1
Ambos sexos;De 20 a 24 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;29,5
Ambos sexos;De 25 a 54 años;Total;2025T4;100
Ambos sexos;De 25 a 54 años;Total;2025T3;100
Ambos sexos;De 25 a 54 años;Total;2025T2;100
Ambos sexos;De 25 a 54 años;Total;2025T1;100
Ambos sexos;De 25 a 54 años;Total;2024T4;100
Ambos sexos;De 25 a 54 años;Total;2024T3;100
Ambos sexos;De 25 a 54 años;Total;2024T2;100
Ambos sexos;De 25 a 54 años;Total;2024T1;100
Ambos sexos;De 25 a 54 años;Total;2023T4;100
Ambos sexos;De 25 a 54 años;Total;2023T3;100
Ambos sexos;De 25 a 54 años;Total;2023T2;100
Ambos sexos;De 25 a 54 años;Total;2023T1;100
Ambos sexos;De 25 a 54 años;Total;2022T4;100
Ambos sexos;De 25 a 54 años;Total;2022T3;100
Ambos sexos;De 25 a 54 años;Total;2022T2;100
Ambos sexos;De 25 a 54 años;Total;2022T1;100
Ambos sexos;De 25 a 54 años;Total;2021T4;100
Ambos sexos;De 25 a 54 años;Total;2021T3;100
Ambos sexos;De 25 a 54 años;Total;2021T2;100
Ambos sexos;De 25 a 54 años;Total;2021T1;100
Ambos sexos;De 25 a 54 años;Total;2020T4;100
Ambos sexos;De 25 a 54 años;Total;2020T3;100
Ambos sexos;De 25 a 54 años;Total;2020T2;100
Ambos sexos;De 25 a 54 años;Total;2020T1;100
Ambos sexos;De 25 a 54 años;Total;2019T4;100
Ambos sexos;De 25 a 54 años;Total;2019T3;100
Ambos sexos;De 25 a 54 años;Total;2019T2;100
Ambos sexos;De 25 a 54 años;Total;2019T1;100
Ambos sexos;De 25 a 54 años;Total;2018T4;100
Ambos sexos;De 25 a 54 años;Total;2018T3;100
Ambos sexos;De 25 a 54 años;Total;2018T2;100
Ambos sexos;De 25 a 54 años;Total;2018T1;100
Ambos sexos;De 25 a 54 años;Total;2017T4;100
Ambos sexos;De 25 a 54 años;Total;2017T3;100
Ambos sexos;De 25 a 54 años;Total;2017T2;100
Ambos sexos;De 25 a 54 años;Total;2017T1;100
Ambos sexos;De 25 a 54 años;Total;2016T4;100
Ambos sexos;De 25 a 54 años;Total;2016T3;100
Ambos sexos;De 25 a 54 años;Total;2016T2;100
Ambos sexos;De 25 a 54 años;Total;2016T1;100
Ambos sexos;De 25 a 54 años;Total;2015T4;100
Ambos sexos;De 25 a 54 años;Total;2015T3;100
Ambos sexos;De 25 a 54 años;Total;2015T2;100
Ambos sexos;De 25 a 54 años;Total;2015T1;100
Ambos sexos;De 25 a 54 años;Total;2014T4;100
Ambos sexos;De 25 a 54 años;Total;2014T3;100
Ambos sexos;De 25 a 54 años;Total;2014T2;100
Ambos sexos;De 25 a 54 años;Total;2014T1;100
Ambos sexos;De 25 a 54 años;Total;2013T4;100
Ambos sexos;De 25 a 54 años;Total;2013T3;100
Ambos sexos;De 25 a 54 años;Total;2013T2;100
Ambos sexos;De 25 a 54 años;Total;2013T1;100
Ambos sexos;De 25 a 54 años;Total;2012T4;100
Ambos sexos;De 25 a 54 años;Total;2012T3;100
Ambos sexos;De 25 a 54 años;Total;2012T2;100
Ambos sexos;De 25 a 54 años;Total;2012T1;100
Ambos sexos;De 25 a 54 años;Total;2011T4;100
Ambos sexos;De 25 a 54 años;Total;2011T3;100
Ambos sexos;De 25 a 54 años;Total;2011T2;100
Ambos sexos;De 25 a 54 años;Total;2011T1;100
Ambos sexos;De 25 a 54 años;Total;2010T4;100
Ambos sexos;De 25 a 54 años;Total;2010T3;100
Ambos sexos;De 25 a 54 años;Total;2010T2;100
Ambos sexos;De 25 a 54 años;Total;2010T1;100
Ambos sexos;De 25 a 54 años;Total;2009T4;100
Ambos sexos;De 25 a 54 años;Total;2009T3;100
Ambos sexos;De 25 a 54 años;Total;2009T2;100
Ambos sexos;De 25 a 54 años;Total;2009T1;100
Ambos sexos;De 25 a 54 años;Total;2008T4;100
Ambos sexos;De 25 a 54 años;Total;2008T3;100
Ambos sexos;De 25 a 54 años;Total;2008T2;100
Ambos sexos;De 25 a 54 años;Total;2008T1;100
Ambos sexos;De 25 a 54 años;Agricultura;2025T4;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2025T3;6
Ambos sexos;De 25 a 54 años;Agricultura;2025T2;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2025T1;5,3
Ambos sexos;De 25 a 54 años;Agricultura;2024T4;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2024T3;5,8
Ambos sexos;De 25 a 54 años;Agricultura;2024T2;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2024T1;4,7
Ambos sexos;De 25 a 54 años;Agricultura;2023T4;4,6
Ambos sexos;De 25 a 54 años;Agricultura;2023T3;5,9
Ambos sexos;De 25 a 54 años;Agricultura;2023T2;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2023T1;4,7
Ambos sexos;De 25 a 54 años;Agricultura;2022T4;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2022T3;5,8
Ambos sexos;De 25 a 54 años;Agricultura;2022T2;5
Ambos sexos;De 25 a 54 años;Agricultura;2022T1;5,3
Ambos sexos;De 25 a 54 años;Agricultura;2021T4;5,9
Ambos sexos;De 25 a 54 años;Agricultura;2021T3;6,4
Ambos sexos;De 25 a 54 años;Agricultura;2021T2;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2021T1;5,1
Ambos sexos;De 25 a 54 años;Agricultura;2020T4;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2020T3;6,1
Ambos sexos;De 25 a 54 años;Agricultura;2020T2;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2020T1;5
Ambos sexos;De 25 a 54 años;Agricultura;2019T4;6,1
Ambos sexos;De 25 a 54 años;Agricultura;2019T3;6,9
Ambos sexos;De 25 a 54 años;Agricultura;2019T2;6
Ambos sexos;De 25 a 54 años;Agricultura;2019T1;5,7
Ambos sexos;De 25 a 54 años;Agricultura;2018T4;5,7
Ambos sexos;De 25 a 54 años;Agricultura;2018T3;6,2
Ambos sexos;De 25 a 54 años;Agricultura;2018T2;5,7
Ambos sexos;De 25 a 54 años;Agricultura;2018T1;5,9
Ambos sexos;De 25 a 54 años;Agricultura;2017T4;5,7
Ambos sexos;De 25 a 54 años;Agricultura;2017T3;7,2
Ambos sexos;De 25 a 54 años;Agricultura;2017T2;5,8
Ambos sexos;De 25 a 54 años;Agricultura;2017T1;5,7
Ambos sexos;De 25 a 54 años;Agricultura;2016T4;5,5
Ambos sexos;De 25 a 54 años;Agricultura;2016T3;6
Ambos sexos;De 25 a 54 años;Agricultura;2016T2;6
Ambos sexos;De 25 a 54 años;Agricultura;2016T1;5,6
Ambos sexos;De 25 a 54 años;Agricultura;2015T4;4,8
Ambos sexos;De 25 a 54 años;Agricultura;2015T3;5,6
Ambos sexos;De 25 a 54 años;Agricultura;2015T2;5,1
Ambos sexos;De 25 a 54 años;Agricultura;2015T1;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2014T4;5,3
Ambos sexos;De 25 a 54 años;Agricultura;2014T3;5,6
Ambos sexos;De 25 a 54 años;Agricultura;2014T2;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2014T1;4,2
Ambos sexos;De 25 a 54 años;Agricultura;2013T4;4,3
Ambos sexos;De 25 a 54 años;Agricultura;2013T3;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2013T2;4,6
Ambos sexos;De 25 a 54 años;Agricultura;2013T1;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2012T4;4,5
Ambos sexos;De 25 a 54 años;Agricultura;2012T3;5,3
Ambos sexos;De 25 a 54 años;Agricultura;2012T2;5
Ambos sexos;De 25 a 54 años;Agricultura;2012T1;5,1
Ambos sexos;De 25 a 54 años;Agricultura;2011T4;4,2
Ambos sexos;De 25 a 54 años;Agricultura;2011T3;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2011T2;5,3
Ambos sexos;De 25 a 54 años;Agricultura;2011T1;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2010T4;4,6
Ambos sexos;De 25 a 54 años;Agricultura;2010T3;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2010T2;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2010T1;4,4
Ambos sexos;De 25 a 54 años;Agricultura;2009T4;4,6
Ambos sexos;De 25 a 54 años;Agricultura;2009T3;5,4
Ambos sexos;De 25 a 54 años;Agricultura;2009T2;4,9
Ambos sexos;De 25 a 54 años;Agricultura;2009T1;4,3
Ambos sexos;De 25 a 54 años;Agricultura;2008T4;5,1
Ambos sexos;De 25 a 54 años;Agricultura;2008T3;6
Ambos sexos;De 25 a 54 años;Agricultura;2008T2;5,2
Ambos sexos;De 25 a 54 años;Agricultura;2008T1;5,6
Ambos sexos;De 25 a 54 años;Industria;2025T4;5,6
Ambos sexos;De 25 a 54 años;Industria;2025T3;5,5
Ambos sexos;De 25 a 54 años;Industria;2025T2;6,5
Ambos sexos;De 25 a 54 años;Industria;2025T1;5,4
Ambos sexos;De 25 a 54 años;Industria;2024T4;5
Ambos sexos;De 25 a 54 años;Industria;2024T3;5,5
Ambos sexos;De 25 a 54 años;Industria;2024T2;5,7
Ambos sexos;De 25 a 54 años;Industria;2024T1;5,9
Ambos sexos;De 25 a 54 años;Industria;2023T4;5,1
Ambos sexos;De 25 a 54 años;Industria;2023T3;6
Ambos sexos;De 25 a 54 años;Industria;2023T2;6
Ambos sexos;De 25 a 54 años;Industria;2023T1;6,1
Ambos sexos;De 25 a 54 años;Industria;2022T4;5,2
Ambos sexos;De 25 a 54 años;Industria;2022T3;5,8
Ambos sexos;De 25 a 54 años;Industria;2022T2;5,4
Ambos sexos;De 25 a 54 años;Industria;2022T1;5,5
Ambos sexos;De 25 a 54 años;Industria;2021T4;5,2
Ambos sexos;De 25 a 54 años;Industria;2021T3;4,3
Ambos sexos;De 25 a 54 años;Industria;2021T2;4,6
Ambos sexos;De 25 a 54 años;Industria;2021T1;6,1
Ambos sexos;De 25 a 54 años;Industria;2020T4;5,7
Ambos sexos;De 25 a 54 años;Industria;2020T3;5,8
Ambos sexos;De 25 a 54 años;Industria;2020T2;7,6
Ambos sexos;De 25 a 54 años;Industria;2020T1;5,9
Ambos sexos;De 25 a 54 años;Industria;2019T4;5,7
Ambos sexos;De 25 a 54 años;Industria;2019T3;5,1
Ambos sexos;De 25 a 54 años;Industria;2019T2;5,6
Ambos sexos;De 25 a 54 años;Industria;2019T1;5,9
Ambos sexos;De 25 a 54 años;Industria;2018T4;5,8
Ambos sexos;De 25 a 54 años;Industria;2018T3;5,5
Ambos sexos;De 25 a 54 años;Industria;2018T2;5,2
Ambos sexos;De 25 a 54 años;Industria;2018T1;5,3
Ambos sexos;De 25 a 54 años;Industria;2017T4;5,1
