Sexo;Motivo de no buscar empleo;Edad;Periodo;Total
Ambos sexos;No sabe el motivo;De 30 a 34 años;2012T1;1,2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2011T4;2,2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2011T3;1,1
Ambos sexos;No sabe el motivo;De 30 a 34 años;2011T2;2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2011T1;2,8
Ambos sexos;No sabe el motivo;De 30 a 34 años;2010T4;2,7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2010T3;1,5
Ambos sexos;No sabe el motivo;De 30 a 34 años;2010T2;2,7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2010T1;2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2009T4;5,3
Ambos sexos;No sabe el motivo;De 30 a 34 años;2009T3;3,6
Ambos sexos;No sabe el motivo;De 30 a 34 años;2009T2;1,3
Ambos sexos;No sabe el motivo;De 30 a 34 años;2009T1;0,5
Ambos sexos;No sabe el motivo;De 30 a 34 años;2008T4;0,3
Ambos sexos;No sabe el motivo;De 30 a 34 años;2008T3;2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2008T2;1,7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2008T1;7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2007T4;4,7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2007T3;1,3
Ambos sexos;No sabe el motivo;De 30 a 34 años;2007T2;5,6
Ambos sexos;No sabe el motivo;De 30 a 34 años;2007T1;7,4
Ambos sexos;No sabe el motivo;De 30 a 34 años;2006T4;4,5
Ambos sexos;No sabe el motivo;De 30 a 34 años;2006T3;4,8
Ambos sexos;No sabe el motivo;De 30 a 34 años;2006T2;5,7
Ambos sexos;No sabe el motivo;De 30 a 34 años;2006T1;4,2
Ambos sexos;No sabe el motivo;De 30 a 34 años;2005T4;7,5
Ambos sexos;No sabe el motivo;De 30 a 34 años;2005T3;4,4
Ambos sexos;No sabe el motivo;De 30 a 34 años;2005T2;4,9
Ambos sexos;No sabe el motivo;De 30 a 34 años;2005T1;3,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2025T4;2,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2025T3;1,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2025T2;2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2025T1;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2024T4;2,7
Ambos sexos;No sabe el motivo;De 35 a 39 años;2024T3;3,9
Ambos sexos;No sabe el motivo;De 35 a 39 años;2024T2;4,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2024T1;1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2023T4;2,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2023T3;4,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2023T2;2,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2023T1;2,7
Ambos sexos;No sabe el motivo;De 35 a 39 años;2022T4;0,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2022T3;1,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2022T2;0,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2022T1;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2021T4;0,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2021T3;3,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2021T2;3,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2021T1;3,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2020T4;2,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2020T3;1,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2020T2;1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2020T1;0,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2019T4;1,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2019T3;3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2019T2;1,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2019T1;1,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2018T4;1,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2018T3;1,9
Ambos sexos;No sabe el motivo;De 35 a 39 años;2018T2;2,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2018T1;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2017T4;1,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2017T3;1,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2017T2;1,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2017T1;0,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2016T4;1,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2016T3;1,9
Ambos sexos;No sabe el motivo;De 35 a 39 años;2016T2;1,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2016T1;0,7
Ambos sexos;No sabe el motivo;De 35 a 39 años;2015T4;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2015T3;2,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2015T2;1,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2015T1;0,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2014T4;2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2014T3;2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2014T2;0,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2014T1;1,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2013T4;2,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2013T3;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2013T2;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2013T1;1,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2012T4;2,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2012T3;2,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2012T2;3,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2012T1;1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2011T4;2,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2011T3;1,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2011T2;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2011T1;0,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2010T4;1,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2010T3;1,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2010T2;0,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2010T1;0,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2009T4;2,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2009T3;1,4
Ambos sexos;No sabe el motivo;De 35 a 39 años;2009T2;1,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2009T1;1,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2008T4;4,3
Ambos sexos;No sabe el motivo;De 35 a 39 años;2008T3;2,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2008T2;3,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2008T1;1,1
Ambos sexos;No sabe el motivo;De 35 a 39 años;2007T4;1,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2007T3;2,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2007T2;6,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2007T1;3,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2006T4;5,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2006T3;4,6
Ambos sexos;No sabe el motivo;De 35 a 39 años;2006T2;3,7
Ambos sexos;No sabe el motivo;De 35 a 39 años;2006T1;3,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2005T4;3,2
Ambos sexos;No sabe el motivo;De 35 a 39 años;2005T3;6,5
Ambos sexos;No sabe el motivo;De 35 a 39 años;2005T2;5,8
Ambos sexos;No sabe el motivo;De 35 a 39 años;2005T1;7,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2025T4;4,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2025T3;1,3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2025T2;5,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2025T1;5,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2024T4;3,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2024T3;3,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2024T2;4,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2024T1;1,7
Ambos sexos;No sabe el motivo;De 40 a 44 años;2023T4;2,3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2023T3;0,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2023T2;2,7
Ambos sexos;No sabe el motivo;De 40 a 44 años;2023T1;..
Ambos sexos;No sabe el motivo;De 40 a 44 años;2022T4;3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2022T3;2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2022T2;2,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2022T1;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2021T4;5,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2021T3;2,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2021T2;1,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2021T1;3,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2020T4;1,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2020T3;2,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2020T2;2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2020T1;1,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2019T4;2,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2019T3;3,9
Ambos sexos;No sabe el motivo;De 40 a 44 años;2019T2;2,3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2019T1;2,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2018T4;3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2018T3;2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2018T2;2,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2018T1;2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2017T4;4,7
Ambos sexos;No sabe el motivo;De 40 a 44 años;2017T3;1,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2017T2;2,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2017T1;0,9
Ambos sexos;No sabe el motivo;De 40 a 44 años;2016T4;0,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2016T3;2,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2016T2;1,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2016T1;0,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2015T4;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2015T3;0,3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2015T2;0,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2015T1;1,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2014T4;1,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2014T3;2,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2014T2;1,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2014T1;1,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2013T4;0,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2013T3;1,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2013T2;2,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2013T1;3,9
Ambos sexos;No sabe el motivo;De 40 a 44 años;2012T4;3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2012T3;3,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2012T2;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2012T1;1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2011T4;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2011T3;2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2011T2;0,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2011T1;1,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2010T4;1,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2010T3;2,9
Ambos sexos;No sabe el motivo;De 40 a 44 años;2010T2;0,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2010T1;2,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2009T4;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2009T3;1,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2009T2;1,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2009T1;2,4
Ambos sexos;No sabe el motivo;De 40 a 44 años;2008T4;1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2008T3;2,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2008T2;1,9
Ambos sexos;No sabe el motivo;De 40 a 44 años;2008T1;0,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2007T4;3,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2007T3;4,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2007T2;3,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2007T1;5,8
Ambos sexos;No sabe el motivo;De 40 a 44 años;2006T4;5,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2006T3;6,1
Ambos sexos;No sabe el motivo;De 40 a 44 años;2006T2;3,5
Ambos sexos;No sabe el motivo;De 40 a 44 años;2006T1;6,3
Ambos sexos;No sabe el motivo;De 40 a 44 años;2005T4;6,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2005T3;9,2
Ambos sexos;No sabe el motivo;De 40 a 44 años;2005T2;4,6
Ambos sexos;No sabe el motivo;De 40 a 44 años;2005T1;4,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2025T4;6,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2025T3;4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2025T2;2,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2025T1;2,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2024T4;5,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2024T3;6,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2024T2;2,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2024T1;1,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2023T4;5,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2023T3;1,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2023T2;6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2023T1;1,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2022T4;0,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2022T3;4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2022T2;1,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2022T1;3,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2021T4;3,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2021T3;2,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2021T2;4,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2021T1;2,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2020T4;0,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2020T3;1,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2020T2;2,1
Ambos sexos;No sabe el motivo;De 45 a 49 años;2020T1;1,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2019T4;0,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2019T3;2,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2019T2;1,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2019T1;1,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2018T4;3,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2018T3;2,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2018T2;1,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2018T1;3,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2017T4;3,1
Ambos sexos;No sabe el motivo;De 45 a 49 años;2017T3;3,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2017T2;1,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2017T1;4,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2016T4;1,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2016T3;0,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2016T2;2,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2016T1;2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2015T4;2,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2015T3;2,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2015T2;0,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2015T1;0,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2014T4;1,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2014T3;3,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2014T2;0,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2014T1;1,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2013T4;1,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2013T3;2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2013T2;0,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2013T1;2,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2012T4;0,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2012T3;4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2012T2;1,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2012T1;1,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2011T4;1,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2011T3;3,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2011T2;1,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2011T1;1,1
Ambos sexos;No sabe el motivo;De 45 a 49 años;2010T4;4,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2010T3;3,8
Ambos sexos;No sabe el motivo;De 45 a 49 años;2010T2;2,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2010T1;1,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2009T4;1,1
Ambos sexos;No sabe el motivo;De 45 a 49 años;2009T3;2,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2009T2;2,5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2009T1;1,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2008T4;1,7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2008T3;3,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2008T2;2,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2008T1;3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2007T4;2,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2007T3;3,9
Ambos sexos;No sabe el motivo;De 45 a 49 años;2007T2;3,4
Ambos sexos;No sabe el motivo;De 45 a 49 años;2007T1;5
Ambos sexos;No sabe el motivo;De 45 a 49 años;2006T4;7
Ambos sexos;No sabe el motivo;De 45 a 49 años;2006T3;6,6
Ambos sexos;No sabe el motivo;De 45 a 49 años;2006T2;6,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2006T1;7,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2005T4;6,2
Ambos sexos;No sabe el motivo;De 45 a 49 años;2005T3;7,1
Ambos sexos;No sabe el motivo;De 45 a 49 años;2005T2;5,3
Ambos sexos;No sabe el motivo;De 45 a 49 años;2005T1;7,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2025T4;3,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2025T3;3,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2025T2;4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2025T1;2,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2024T4;2,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2024T3;5,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2024T2;3,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2024T1;4,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2023T4;4,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2023T3;2,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2023T2;1,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2023T1;2,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2022T4;3,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2022T3;3,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2022T2;4,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2022T1;7,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2021T4;3,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2021T3;1,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2021T2;2,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2021T1;4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2020T4;1,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2020T3;2,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2020T2;0,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2020T1;1,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2019T4;2,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2019T3;3,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2019T2;2,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2019T1;3,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2018T4;4,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2018T3;3,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2018T2;4,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2018T1;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2017T4;3,2
Ambos sexos;No sabe el motivo;De 50 a 54 años;2017T3;4,2
Ambos sexos;No sabe el motivo;De 50 a 54 años;2017T2;1,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2017T1;3,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2016T4;0,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2016T3;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2016T2;4,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2016T1;1,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2015T4;1,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2015T3;2,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2015T2;1,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2015T1;1,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2014T4;2,2
Ambos sexos;No sabe el motivo;De 50 a 54 años;2014T3;2,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2014T2;1,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2014T1;2,4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2013T4;3,2
Ambos sexos;No sabe el motivo;De 50 a 54 años;2013T3;2,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2013T2;1,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2013T1;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2012T4;1,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2012T3;3,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2012T2;1,4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2012T1;0,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2011T4;2,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2011T3;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2011T2;3,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2011T1;2,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2010T4;2,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2010T3;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2010T2;1,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2010T1;1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2009T4;2,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2009T3;2,3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2009T2;3
Ambos sexos;No sabe el motivo;De 50 a 54 años;2009T1;2,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2008T4;4,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2008T3;3,4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2008T2;1,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2008T1;5,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2007T4;4,5
Ambos sexos;No sabe el motivo;De 50 a 54 años;2007T3;4,9
Ambos sexos;No sabe el motivo;De 50 a 54 años;2007T2;4,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2007T1;5,4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2006T4;3,4
Ambos sexos;No sabe el motivo;De 50 a 54 años;2006T3;4,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2006T2;5,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2006T1;3,8
Ambos sexos;No sabe el motivo;De 50 a 54 años;2005T4;5,6
Ambos sexos;No sabe el motivo;De 50 a 54 años;2005T3;7,1
Ambos sexos;No sabe el motivo;De 50 a 54 años;2005T2;7,7
Ambos sexos;No sabe el motivo;De 50 a 54 años;2005T1;7,6
Ambos sexos;No sabe el motivo;De 55 y más años;2025T4;9,2
Ambos sexos;No sabe el motivo;De 55 y más años;2025T3;7,2
Ambos sexos;No sabe el motivo;De 55 y más años;2025T2;13,5
Ambos sexos;No sabe el motivo;De 55 y más años;2025T1;9,8
Ambos sexos;No sabe el motivo;De 55 y más años;2024T4;10,8
Ambos sexos;No sabe el motivo;De 55 y más años;2024T3;14,1
Ambos sexos;No sabe el motivo;De 55 y más años;2024T2;15,9
Ambos sexos;No sabe el motivo;De 55 y más años;2024T1;7,9
Ambos sexos;No sabe el motivo;De 55 y más años;2023T4;14,5
Ambos sexos;No sabe el motivo;De 55 y más años;2023T3;6,1
Ambos sexos;No sabe el motivo;De 55 y más años;2023T2;6,3
Ambos sexos;No sabe el motivo;De 55 y más años;2023T1;7,4
Ambos sexos;No sabe el motivo;De 55 y más años;2022T4;7,1
Ambos sexos;No sabe el motivo;De 55 y más años;2022T3;6,9
Ambos sexos;No sabe el motivo;De 55 y más años;2022T2;9,2
Ambos sexos;No sabe el motivo;De 55 y más años;2022T1;9,9
Ambos sexos;No sabe el motivo;De 55 y más años;2021T4;8,1
Ambos sexos;No sabe el motivo;De 55 y más años;2021T3;11,2
Ambos sexos;No sabe el motivo;De 55 y más años;2021T2;6,7
Ambos sexos;No sabe el motivo;De 55 y más años;2021T1;7,2
Ambos sexos;No sabe el motivo;De 55 y más años;2020T4;4,1
Ambos sexos;No sabe el motivo;De 55 y más años;2020T3;3,2
Ambos sexos;No sabe el motivo;De 55 y más años;2020T2;3,9
Ambos sexos;No sabe el motivo;De 55 y más años;2020T1;5,4
Ambos sexos;No sabe el motivo;De 55 y más años;2019T4;3,6
Ambos sexos;No sabe el motivo;De 55 y más años;2019T3;5,5
