Sexo;Ocupación CNO-11;Situación profesional;Periodo;Total
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleador;2011T1;110,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2025T4;370,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2025T3;363,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2025T2;378,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2025T1;377,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2024T4;353,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2024T3;334,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2024T2;339,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2024T1;321,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2023T4;327,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2023T3;332,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2023T2;336,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2023T1;333,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2022T4;338,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2022T3;328,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2022T2;328
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2022T1;329,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2021T4;336,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2021T3;336,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2021T2;367,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2021T1;350,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2020T4;343,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2020T3;319
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2020T2;341
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2020T1;344,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2019T4;338,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2019T3;319,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2019T2;329,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2019T1;320,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2018T4;336
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2018T3;341,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2018T2;343,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2018T1;347
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2017T4;330,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2017T3;354,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2017T2;350,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2017T1;341,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2016T4;347,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2016T3;352,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2016T2;356,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2016T1;359,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2015T4;365,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2015T3;376,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2015T2;358,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2015T1;370,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2014T4;362,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2014T3;353,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2014T2;348,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2014T1;337,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2013T4;351,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2013T3;354,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2013T2;368,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2013T1;358,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2012T4;363,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2012T3;359
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2012T2;346,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2012T1;355,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2011T4;335,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2011T3;341,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2011T2;346,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empresario sin asalariados o trabajador independiente;2011T1;341,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2025T4;2,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2025T3;3,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2025T2;2,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2025T1;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2024T4;2,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2024T3;2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2024T2;4,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2024T1;1,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2023T4;6,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2023T3;2,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2023T2;3,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2023T1;2,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2022T4;4,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2022T3;5,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2022T2;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2022T1;2,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2021T4;1,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2021T3;1,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2021T2;2,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2021T1;1,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2020T4;1,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2020T3;1,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2020T2;2,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2020T1;2,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2019T4;4,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2019T3;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2019T2;4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2019T1;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2018T4;3,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2018T3;3,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2018T2;3,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2018T1;3,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2017T4;2,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2017T3;3,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2017T2;5,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2017T1;3,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2016T4;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2016T3;4,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2016T2;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2016T1;4,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2015T4;4,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2015T3;3,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2015T2;3,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2015T1;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2014T4;5,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2014T3;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2014T2;3,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2014T1;4,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2013T4;3,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2013T3;4,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2013T2;4,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2013T1;4,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2012T4;4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2012T3;2,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2012T2;3,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2012T1;4,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2011T4;4,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2011T3;5,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2011T2;6,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Miembro de una cooperativa;2011T1;5,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2025T4;11,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2025T3;4,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2025T2;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2025T1;4,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2024T4;4,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2024T3;1,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2024T2;3,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2024T1;3,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2023T4;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2023T3;2,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2023T2;3,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2023T1;4,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2022T4;5,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2022T3;3,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2022T2;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2022T1;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2021T4;7,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2021T3;2,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2021T2;5,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2021T1;5,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2020T4;6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2020T3;4,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2020T2;4,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2020T1;3,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2019T4;2,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2019T3;4,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2019T2;4,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2019T1;5,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2018T4;4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2018T3;4,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2018T2;5,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2018T1;5,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2017T4;5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2017T3;3,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2017T2;4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2017T1;5,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2016T4;3,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2016T3;6,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2016T2;3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2016T1;2,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2015T4;2,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2015T3;3,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ayuda en la empresa o negocio familiar;2015T2;4,7
